sentence_id,occurrences,speakers,accents,unk_occurrences,sentence,unk_rate,pattern
4d987db6d63aa38e87a4df448304c50878e333033dbc1be57b35356cde109fda,2,2,1,0,How did he look?,0.0,never_unk
4ee1d83103e8a1a0e91c0070571f593a091278f1b8bd985b52c3dfcde1d1d41b,2,2,2,0,What do you make of that?,0.0,never_unk
4ee81a5d351db28aa3711c70f6fbc7126812e1520c3f269ffd362f5ce2c4ad71,2,2,2,0,"He wanted your money, he said.",0.0,never_unk
4f1a478aeb93f711e4262ef1e5f5c1e8f362f63e69e7b4006df1a986cf8d8892,2,2,2,2,"He kept driving at full speed, totally unfazed by the flap, flap, flap of the burst tyre.",1.0,always_unk
4fd09a975fff7f18e4fd6989c7fc987a8de2a7ef295e5afdd4c4717a0842c8c6,2,2,2,0,"If you have an issue in the workplace, you are encouraged to contact the HR department.",0.0,never_unk
5039f73307189c07f32cc0be5882b59230eadffd3e637a26361c8e0320788ebd,2,2,1,2,"Oh, you are, eh?",1.0,always_unk
50ae30b633eb35c4130f7d2b6bdf900c4134a6721bba28c54dd288859f521f41,2,2,2,0,Read all about it!,0.0,never_unk
51938c9366b8364794184ce6e6a81cf2,2,2,2,0,"The gallant noble, good man thinks of himself last.",0.0,never_unk
51bcf6749607c94b04c99afc326ed9862cdb89175c0dc38934adfa33612046b7,2,2,2,0,The seventeen-year-old girl gently pushed his hand away as he touched her belly.,0.0,never_unk
5210858af1328cd73e824ad3e7ab3b6f31cecedb97da9e87a025a37270046943,2,2,2,0,"We could get to the Pyramids by tomorrow, said the other, taking the money.",0.0,never_unk
522f7b7b88cf0e7e6de2a2b8ba3dd6e0dd88fc32d2c65475c463afa510ef76ef,2,2,2,0,"Sorry, I'll explain more when I actually understand what's going on.",0.0,never_unk
53343883c5e4e3098a25b8c10e79f146,2,2,1,2,"Nora finds herself ugly, because she has pimples.",1.0,always_unk
5409d41f0232c92a4b5b9978554f11836e3a0665b96c68e572b5bd3022a0c9d6,2,2,2,0,Servants came and went with silver trays laden with spices and tea.,0.0,never_unk
5414a3dd05e8139e85e836fe78ffa5a0000e0209af2ca73190ecbb01a1f67a6a,2,2,1,0,I've suddenly become quite important.,0.0,never_unk
547e44aff52aff8c4e4331ed3d739c284040cf2c480c94dd1a9d86058dbc1649,2,2,2,0,What's the matter with you boys?,0.0,never_unk
54b4deee08a49b3f6082f8cfe67e9914fff4afb3b3226e6f4f644f2edc426e90,4,4,3,0,And continue to pay heed to the omens.,0.0,never_unk
557507b3bbfa51ca85556bcd011be8b5e882cb428b0020d88474665e217989a6,2,2,1,0,"You're a good lad, you know? he told his son with stern eyes.",0.0,never_unk
557c6a3ff963a5e0197e694d1b542a8d6896cb540c02c0c73e5b228fac82af11,2,2,2,0,"Tell me more about your dream, said the woman.",0.0,never_unk
5658f851f4895cd7a0bb28846da0427c84757b66bea8db625f35b077cfae12d0,2,2,2,2,The boy mumbled an answer that allowed him to avoid responding to her question.,1.0,always_unk
572b4cb18ceb278330500068dd89f786c30a176154278d3443f48b69314a7359,2,2,2,0,That it was unable to deal with this boy who spoke the Language of the World.,0.0,never_unk
59a6f43846cf22b4baee19fe9a735db2f48faa61e104f522e6eb1933ef167ac8,3,3,3,0,YOU WANNA TAKE THIS OUTSIDE?,0.0,never_unk
5b9a968daf2861f68c4a57101520e0e43c77f8a37a53b38c0c364876d0192cbc,2,2,2,0,Be sure to set that lamp firmly in the hole.,0.0,never_unk
5c0443e114bc2abf445dc80a0f54326ef56d30c47fced0a258b942363f035912,2,2,1,0,What good will that do?,0.0,never_unk
5ca616cceeb80fd822100e6c293f59eb1a7c401efc45cfe55cd24fe5fb7a50d6,2,2,2,0,Wars bring scars.,0.0,never_unk
5cf7733b669c1d3808a9696aa3df47342619463986e2deb0b2e083b729c5ee3b,2,2,2,0,Please tell me more about your symptoms.,0.0,never_unk
5d0ff9689660d9cda5b25096db47494ed71d8768a877697c28e0a2180ccc94ba,2,2,2,0,Others stumbled upon the stone by accident.,0.0,never_unk
5d92ba67cfe3e3abb2dd59de4b1a5e4cc35c62ffff2b81cf5a0f08b9d5e5873d,3,3,2,0,"According to the dictionary, the word ""gizmo"" means the same as ""gadget"".",0.0,never_unk
5dce4217f2d4126d0cd4ecaf2bf20779fab8ecae35820fa1439bd34fcfbdca68,2,2,2,0,Don't wait till the game is called on account of darkness!,0.0,never_unk
5e37de92b095f4f1ac698c17c6ac6d6293d08ffb992af56b0c6290b5be8ea1a4,2,2,2,2,"I ate a dish with rice, spaghetti, hummus, and caramelized onions.",1.0,always_unk
5e9ca73d825aa5f1b59a3ac611aa12c03f0ab5986b341128d987c9bfbe278e9d,2,2,1,0,"Yesterday, I asked my doctor for a new prescription.",0.0,never_unk
60ab06b88dfbc17eb2d0011abb70c0efaf7a207204771edb3e44c1932af26020,2,2,2,0,But I found it difficult to get to work because of the investigations.,0.0,never_unk
60c8e6246b06eb7e239d78fe73f2951ec9950176469f982a20b67e0578b3d9db,2,2,2,0,The quickening of time.,0.0,never_unk
6177f5429e1b18a4c4de0898f0b179c36445da7f2c7eb2675c711002bfa1f2d8,2,2,2,2,"After twelve hours of rowing, Darius climbed out of the canoe, and lied down on the beach to nap.",1.0,always_unk
6214dbefb96ff4b3fca6f6e77fb6c9f756618cdce49e6a1e2b09bdd29610b87d,2,2,2,0,"Hello, Benjamin.",0.0,never_unk
6350f6f304794e711f153ca02688fa9422bdf1fb1fabfab839f61084bc1e9752,3,3,3,0,"She looked skeptical when leaning against the wall, observing the celebrities.",0.0,never_unk
644ad5477c4a5030675ffeb381b5007943b3c4e0f34f71f1dd5d1183e31d4aa5,2,2,2,0,"Roger, the backup team is on the way.",0.0,never_unk
64652676befc70eb8108900d539e81ff7e34b14b5d87df898e0f3c0a73eb10c7,2,2,1,0,"The thing is, nobody knew what was happening.",0.0,never_unk
67eb2770723a359421234affa6f53f79c5609046cae6879b3bcb4914c89515a6,2,2,2,0,"The boy was strong, and wanted to retaliate, but he was in a foreign country.",0.0,never_unk
68d84383fc0524a985610f477ea80f17acf58554a62baa2d420b1b719b7a39ef,2,2,2,0,And I still claim I was right the night I proposed.,0.0,never_unk
693d95062107dfb9b7b73ecf551b89dc9c8e4b5388775b44742a02f72883a104,4,4,3,0,"Down below in the darkness were hundreds of people, sleeping in peace.",0.0,never_unk
697e2e297a5c79c7d9a34ae20d45eef49f84854ccb60dc44e2eb911498224ae2,3,3,2,0,It left a greenish streak that glowed for some seconds.,0.0,never_unk
69877abca369de12ae25ea10525386805ad9f1629d6bc08941db4322cf0696fa,3,3,2,0,You're just like Father used to be.,0.0,never_unk
69bc7bb74f1be523a79a74d07b7998bac00a2587507052993b79a153ebd4b929,2,2,2,0,The thought was so dreadful to him that he forgot about the heat and went forward.,0.0,never_unk
6ad5a4605f8a5a3dfe094612e541221c81266fe0f5142be405d960fe862b66c5,2,2,2,0,How did it happen?,0.0,never_unk
6daeb59e34ef97723fd1578dba6fa34c51a9ede31bce486d5d474db588999572,2,2,2,0,Victoria was born in nineteen-seventy-four.,0.0,never_unk
6e572329dd3cce23396fc0abce161a5a46d60d9876e3eda7a19a4412b361e8fb,2,2,1,0,"Oh, my dear child!",0.0,never_unk
6e7182c4579a52abddbab8ae12e7b12b1204a9705b3afe87415c8215a4882471,2,2,1,0,"Whenever I fall asleep, I don't dream.",0.0,never_unk
6f3554755bb69d5734679acdd9fa47b24e1eb4add39d44078f7b964e5735f21e,2,2,1,2,She's a feisty little ferret.,1.0,always_unk
707e440da2e1b9b82f560e735c550b8960e61a6bd0ddaf0667af1ae4d967686a,2,2,2,0,He was not able to find the words for his feelings.,0.0,never_unk
715d62b1cf6dfde1db037026f122d2aebbe805da72a2e72474f433d8c233c8f2,2,2,2,0,Don't you know it?,0.0,never_unk
71bc63cf8b59e1457492d5c9ff2c125759c321e516710c89f18d30a8ebca90e7,2,2,2,0,"And I'm certain you'll find it, the alchemist said.",0.0,never_unk
7319508d83cc1f503326a44d00dd965802c70f980715a52dfb980104c4b96586,2,2,2,2,Canned pears lack full flavor.,1.0,always_unk
74a11a6117e6a62acf92fb0a5470c246577d3b61963130e702008f433ae21e89,2,2,1,0,"I'm heading down to the sushi place, you wanna get anything?",0.0,never_unk
763223cc84a8702032ba0f3da5050b9291f7acc0bde19775f00c3b5f0eafb031,3,3,2,0,"A musical note sustained to its full length, with no break between it and the next note.",0.0,never_unk
767f4ab649683c81201b9b98ec719a1e7dd590ca8f2cb1dd7772d144c3caff49,2,2,2,0,"Have many acquaintances, but few friends.",0.0,never_unk
7729a60fa5ed12f51478bd6b3f9e7ae20000299244d30fbfaacb86ab2e7214e5,2,2,2,0,"He knew what I was thinking, the boy said to himself.",0.0,never_unk
799f903571fedf68e55bf1161d46ada784b83735bc45dffe61e73c30483e3cf8,2,2,2,0,I told him that was what I had come here to learn.,0.0,never_unk
7b750ea276d1d49deafb8fb72f3dd447228e337de9356a563c20c82712f05cf0,2,2,2,0,Robin had some sort of date with Tracy.,0.0,never_unk
7c34068eeb79a7694ffffaca907da89285b75d4f8edb0dcb66447b3aba6cffe5,2,2,1,0,Better hash is made of rare beef.,0.0,never_unk
7dbdf5af9ceea2b4ab4efc80eb77aba2f75fc0bc869c240cb885a7f08a8c9028,2,2,2,0,"She thought it might be a cheap copy, but she didn’t want to know.",0.0,never_unk
7de47356a5f5450340a5cc13b80341d3e6fdd2cfee39a1d2efa33df57fd3d70f,2,2,2,1,He noticed the unequal cooling of its surface.,0.5,mixed
7ea540cd93423d6c858f48f5e84f4a6e3c7061e0740c072e16fd61c8a2d9adae,2,2,2,0,She had forgotten about the cookies in the oven.,0.0,never_unk
7ec25cfa7ebb1803f762090c27a089fee6166c1d561e4f47b50a4921f12c9a87,2,2,1,0,Does this mean he will go to jail?,0.0,never_unk
7ec85161440207256c1772653498948ac218a488bcc971e109d56e302da3bcc7,2,2,2,0,"No, that's not what I mean.",0.0,never_unk
7f216d445bd6c39eb5373eab8c49b2f521c472b8037daafa76d7acc9663195e9,2,2,2,0,The carpet was exquisite.,0.0,never_unk
80b033439b2d60e9d1c487bab1e38186,2,2,2,0,"LGBT stands for lesbian, gay, bisexual, and transgender.",0.0,never_unk
80d53b1e5b45cd5eac7796905eddfb83,2,2,2,2,"The grim reaper is waiting for you, reckless driver!",1.0,always_unk
815604fea1434fb2a5bca7fa83cdad6e8a7ba63afed882a4b0e414160ac6ea6f,2,2,2,2,"There were really, I think, two or three hundred people elbowing one another.",1.0,always_unk
8210059e45197ff697bbc69f785d9bf511d2e46938596265780d10120d21abdb,2,2,2,0,"Sentences are built of nouns, verbs and sometimes adjectives.",0.0,never_unk
8247430b436f6d17588c582974c2263e7cf8975fc1e3154914cb6686868ebd08,2,2,2,0,"'And this is what your son said,' the angel told the man.",0.0,never_unk
82fc82b207f82b1c3eecf2fb68beaa7e54ff014a0aea70f6221b8b2deab9e77a,2,2,2,0,He wrapped the twigs in a piece of cloth and put them back in his bag.,0.0,never_unk
84a700e8f46fc72f390b7a4a99631d05313fd436199ba851b445f4a07dacbf9e,2,2,2,0,This is a ludicrous situation.,0.0,never_unk
84cc92d6222f23934977aacf406428ba7a663bf0c9437324939e118698cb596d,2,2,2,2,"The penguin waddles across the ice, joining her companions.",1.0,always_unk
8520fb17985df85a99c5704f37666b254a64d55070e521e37ff42e99d730aa72,2,2,2,0,He wasn't asking for help.,0.0,never_unk
886d03cff9c2ec585f1304bd0c66d85e1008a7b2601a56a65cacb172fd9559c5,3,3,3,0,Do male kangaroos have a pouch?,0.0,never_unk
892517d0dd658d6883f463eb316916c635ba8b2652a1afa1a682ee087d1a1e4b,2,2,2,0,What else can I do?,0.0,never_unk
89c6aa33d5ea51acb0e3aa4fa82e311d2cc84f752207af8990258e553318dbca,2,2,1,0,You and I were the only ones that kept our heads.,0.0,never_unk
8b220ce4d5c0ff799ad704c2d3e14966232fa2bbd69612d81d0909d7b843317c,2,2,2,0,He walked slowly through the market.,0.0,never_unk
8b837cfd3addfbd611595bbe7ea0623ec534aead9a3466e8d1a993eb0c0d7d7a,2,2,1,0,The airplane rose gracefully into the sky.,0.0,never_unk
8d2b3e235f90b9161a8c3fa2fc86c8516d106400570d12805bc94b7ca5cd600c,2,2,2,2,"Another reason why Apple is superior to Microsoft, the troll posted and grabbed some popcorn for the subsequent flame war.",1.0,always_unk
8e8cee4b692b60fa3c5037f9bb5d25bb2befceca13c8f5f74ca6aa3f7b7d0c71,2,2,2,0,"Not too bad, I suppose.",0.0,never_unk
8eab7e5d26bea4e61f588d334c70a27ae04fe2c7854f289014c2f34f07070ce1,2,2,2,0,"I do like movies, but I prefer cartoons.",0.0,never_unk
8f277f91eb8d4ecce5d3b60785263cceca9aac918878b8468f07e4e34a3dac98,2,2,2,0,These scissors can cut metal.,0.0,never_unk
9077fca578cc151f2d1c13bf1874a42242057878a77f8d98216da740857d3120,2,2,2,0,"Had our instruments permitted it, we might have been able to see the trouble way back when.",0.0,never_unk
90ec9f8f35a7eecd27d8ed30aa7d489a9fdc49cd3a0831d430968315517a2661,2,2,2,0,How are you doing?,0.0,never_unk
910b85f9244815b85d6a81e7554123be038a9bc3a71193b775d01b200a22977c,2,2,1,2,You will need some rubber boots.,1.0,always_unk
927bf3ff7ec4a9cddaf16533df87ea8e9a73e609290ff07b9bd3e9ca811d4717,2,2,2,0,Men strive but seldom get rich.,0.0,never_unk
942ddbd1dca03f50b5b44e679609e1661b29caea3f627e40960244c58cda6957,2,2,1,0,"The boy waited, and then interrupted the old man just as he himself had been interrupted.",0.0,never_unk
9431c036e9a494ac17a63b78adac001c8a6d93767475444ba8c6cfb8ed1e4248,2,2,1,0,Do you know what kind of package it was?,0.0,never_unk
94e4f9e001fcf0cd7d57287dbc19b5018327635c9e817b395b8b3a1cd0bba12b,2,2,2,0,Did you see the garden that it took the master gardener ten years to create?,0.0,never_unk
96317f1841c244f3ca0bf137e5397569e0b396b940043364cff1ff0d6202512b,2,2,1,2,"The thief wasn't there, and the owner brought him a cup of tea.",1.0,always_unk
96cb07806cdddacf82a21aed50e474b5da73c7087914e6fa7301bcb066a36d23,2,2,2,0,What do you know about that?,0.0,never_unk
96f433c75be56e1f2d765666610b7d5a4564da869c17117c393bc225e7ad6071,3,3,2,0,"He moved about, invisible but everyone could hear him.",0.0,never_unk
973a1da2f761f35a169c8e48ffaab48b3e0e5632b87dd76f39af675a1be8b7cc,2,2,2,0,Why didn't you come to our launch party?,0.0,never_unk
98107ffeec650271e9b30c425e55e63ef1cfb82e001f9c62e2f099e54eb9710b,2,2,2,0,"I promise, I will be careful!",0.0,never_unk
981457974ebef3428f38f0220abf5bafa7dcb95b36f629d8fc997cf3037dedad,2,2,1,0,"A shepherd may like to travel, but he should never forget about his sheep.",0.0,never_unk
9b01b2fa7c3fbe7d66aec38c5a2c4dd4,2,2,2,1,"If you lose your temper, don't look for it.",0.5,mixed
9c02188486a44d9b1406f5f04ac4fd45f49533c3f62e9ffd3df30fe1294d0483,2,2,2,0,It's called the principle of favorability.,0.0,never_unk
9c294af3447419605ea86eddc9a8e62e2a18a37ecf92b323d63b3db3b412c4be,2,2,2,0,I myself heard nothing of that.,0.0,never_unk
9ca47d0b7bd2d7854c00558633dd72240fc756a00271fb3fdb567215b46a393d,2,2,2,0,I'm not familiar with the books this author wrote.,0.0,never_unk
9da347540883e7726fdcb34f2c4e1ad49285a2f52e420bb8e0e027b2c0fa4ff5,2,2,2,0,Two scorpions were menacing each other with their stings.,0.0,never_unk
a06f50dc158d5156a2a4d74de2978832ac89022798294131d4f80f4d3018a79d,2,2,2,0,Every Jack has his Jill.,0.0,never_unk
